Customer_ID,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn
CUST-8315,Female,0,Yes,Yes,28,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,ONE YEAR,Yes,Mailed check,78.69,2207.33,
CUST-7328, Male,0,Yes,No,58,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Month-to-month,No,Bank transfer,60.76,3530.65,YES
CUST-7923,Femal,0,Yes,Yes,0,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,No,Credit card,68.77,6.21,No
CUST-7126, Female ,1,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,month-to-month,No,,93.61,739.56,no
CUST-7620,Male,0,Yes,Yes,7,Yes,No,DSL,No internet service,No,No,No,No,No,ONE YEAR,No,Mailed check,51.69,353.14,no
CUST-7312,male,0,Yes,No,16,Yes,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No,ONE YEAR,No,Credit card,56.94,920.41,Yes
CUST-7565, Male,0,Yes,No,2,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,MONTH-TO-MONTH,Yes,Bank transfer,71.24,135.11,no
CUST-8312,male,1,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month-to-month,Yes,Mailed check,34.25, ,yes
CUST-8384, Female ,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No,one year,No,Bank transfer,96.85,3680.32,NO
CUST-7301,FEMALE,0,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month to month,No,Credit card,63.7,3002.5,Yes
CUST-7951,male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,30.01,118.36,NO
CUST-7119,Femal,0,Yes,Yes,13,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No,ONE YEAR,Yes,Bank transfer,85.08, ,no
CUST-7287,MALE,0,Yes,Yes,55,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No,month-to-month,Yes,Mailed check,74.47,4086.73,no
CUST-7504,female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month to month,Yes,Credit card,30.4,1621.07,NO
CUST-7595,male,1,No,No,25,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,one year,No,Mailed check,64.01,1591.41, No 
CUST-7502,male,1,Yes,No,33,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,87.44,2885.86,yes
CUST-8385,male,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,81.12,155.64, Yes
CUST-7759,Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,2 year,Yes,Mailed check,61.4,4058.28, No 
CUST-7030,MALE,0,Yes,No,29,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card,72.99,2115.47,NO
CUST-7296,male,0,Yes,Yes,9,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,59.35,530.73,yes
CUST-7349,male,0,Yes,No,39,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,ONE YEAR,No,Mailed check,94.61,3699.44,NO
CUST-7201,FEMALE,0,Yes,No,6,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,TWO YEAR,No,Mailed check,81.05,479.74, No 
CUST-7324,MALE,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,27.42,1451.47,Yes
CUST-7064,male,0,No,No,19,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,ONE YEAR,Yes,Electronic check,99.94,1905.84, No 
CUST-7790, Female ,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,Yes,one year,No,Electronic check,86.16,5858.46,no
CUST-7178,female,1,Yes,No,55,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,month-to-month,No,Bank transfer,71.33,3924.76,yes
CUST-7667,MALE,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No internet service,No internet service,MONTH-TO-MONTH,Yes,Bank transfer,74.57,1857.09,YES
CUST-7228,Female,1,No,No,53,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,TWO YEAR,Yes,Credit card,72.55,3854.62,NO
CUST-8196,male,0,No,Yes,31,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,one year,No,Credit card,88.9,2764.82, No 
CUST-7080, Male,0,No,Yes,18,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer,75.86,1363.89,No
CUST-8371,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month-to-month,Yes,Mailed check,29.27,1384.76,yes
CUST-7478,Femal,0,Yes,No,15,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,No,MONTH-TO-MONTH,No,Credit card,66.31,996.78,No
CUST-8362,Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,two year,Yes,Electronic check,25.92,1089.7, No 
CUST-8119, Female ,0,Yes,Yes,2,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No,TWO YEAR,No,Mailed check,74.6,139.34,yes
CUST-8022,Male,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month to month,No,Mailed check,33.36,298.79,NO
CUST-7800,Male,0,No,Yes,56,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,2 year,Yes,Credit card,51.56,2887.52,No
CUST-7593,male,0,No,Yes,1,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No internet service,Yes,2 year,Yes,Bank transfer,80.64,88.45,yes
CUST-7995, Male,0,No,No,6,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month to month,Yes,Mailed check,69.3, , Yes
CUST-7522,Femal,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,two year,Yes,Electronic check,93.95,2912.98, No 
CUST-7209, Male,1,No,No,65,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Two year,No,Credit card,65.98,4279.27,No
CUST-7893,MALE,0,Yes,Yes,8,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month to month,No,Mailed check,54.87,446.58,YES
CUST-7097,MALE,0,Yes,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,Yes,Credit card,20.0,1345.91,NO
CUST-8002, Female ,0,Yes,No,50,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Month to month,No,Bank transfer,76.19,3815.59,no
CUST-8263,Male,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 year,No,Credit card,20.0,624.78,NO
CUST-7758,MALE,0,Yes,No,6,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month to month,Yes,Electronic check,61.62,362.47,Yes
CUST-7885,female,1,Yes,No,34,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,month-to-month,No,Mailed check,96.86,3284.0,No
CUST-8252,male,1,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,one year,Yes,Electronic check,33.49,130.28,no
CUST-7602,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,MONTH-TO-MONTH,Yes,Electronic check,25.14,233.97,No
CUST-8083, Female ,1,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,554.9,Yes
CUST-7796,Female,0,Yes,No,37,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month to month,No,Credit card,27.04,1007.11,yes
CUST-8310, Male,0,No,No,1,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Two year,Yes,Credit card,82.21,91.63, No 
CUST-7962,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,29.31,50.98,NO
CUST-8000,male,0,No,No,17,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer,75.49,1283.01,NO
CUST-7606,Femal,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Month to month,No,Credit card,85.3,3408.84, Yes
CUST-7578,Female,0,No,Yes,57,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,One year,Yes,Credit card,64.95,3699.31,No
CUST-8073,FEMALE,1,Yes,Yes,70,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,MONTH-TO-MONTH,Yes,Credit card,71.44,4997.47,no
CUST-7750,Female,0,Yes,No,46,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,2 year,No,Bank transfer,63.19,2913.63,NO
CUST-7712,Male,0,Yes,No,20,Yes,Yes,DSL,Yes,No,No,No,No,Yes,MONTH-TO-MONTH,Yes,Bank transfer,66.24,1326.39,no
CUST-7335, Male,0,Yes,Yes,4,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,MONTH-TO-MONTH,No,Credit card,45.39,184.69, Yes
CUST-7132,Male,0,No,No,9,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No,No,One year,Yes,Credit card,52.8,477.31,NO
CUST-7863,Female,0,No,Yes,59,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No,ONE YEAR,No,Credit card,43.01,2529.12, No 
CUST-7353,MALE,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ONE YEAR,No,Bank transfer,27.07,1348.18, Yes
CUST-7072,Femal,0,No,Yes,64,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,MONTH-TO-MONTH,Yes,Mailed check,63.65,4064.64,yes
CUST-8070,Female,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,MONTH-TO-MONTH,Yes,Mailed check,94.65,5309.29,YES
CUST-7143,MALE,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month to month,Yes,Mailed check,34.8,696.62,NO
CUST-7997,FEMALE,0,Yes,No,4,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,2 year,Yes,Credit card,103.46,420.67,No
CUST-7320,Femal,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,MONTH-TO-MONTH,Yes,Electronic check,30.68,1157.07,No
CUST-7751,FEMALE,0,Yes,No,63,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,67.14,4226.34,no
CUST-8343,Male,0,Yes,No,56,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month to month,No,Electronic check,82.23,4595.27,YES
CUST-8141,male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ONE YEAR,Yes,Electronic check,26.37,913.75,NO
CUST-8011, Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet service,ONE YEAR,Yes,Electronic check,74.82,1267.57, No 
CUST-7314, Female ,1,Yes,No,4,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,MONTH-TO-MONTH,Yes,Electronic check,86.57,356.28,Yes
CUST-7596,MALE,1,Yes,No,11,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,96.19,1048.52,no
CUST-7954,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.45,0.0,Yes
CUST-7911, Male,0,Yes,Yes,7,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,month-to-month,Yes,Mailed check,73.68,515.98,No
CUST-7903,male,0,No,Yes,68,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.57,2280.9,NO
CUST-7745,Femal,1,Yes,Yes,39,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,69.01,2698.32,No
CUST-7477, Male,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Month to month,No,Credit card,$61.49,497.57,no
CUST-7208,Female,0,Yes,No,30,No,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No,TWO YEAR,No,Credit card,77.3,2309.57,no
CUST-7685,MALE,0,No,Yes,12,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No internet service,TWO YEAR,Yes,Credit card,54.88,664.76,NO
CUST-7975,MALE,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card,89.94,4054.2,NO
CUST-8251,male,0,No,No,64,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,month-to-month,Yes,Bank transfer,82.14,5261.86,YES
CUST-8293, Female ,0,Yes,Yes,39,Yes,No,DSL,No internet service,No,No,No,Yes,No,Two year,Yes,Mailed check,51.84,2013.41,Yes
CUST-7679,MALE,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month to month,No,Credit card,32.86,615.71, Yes
CUST-7154,female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,MONTH-TO-MONTH,Yes,Credit card,31.74,694.99, No 
CUST-7725,male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month-to-month,No,Bank transfer,27.11,51.25, No 
CUST-7175,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month to month,Yes,Electronic check,30.7,857.76, Yes
CUST-7007,,0,No,No,69,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,MONTH-TO-MONTH,Yes,Mailed check,79.74,5509.48,No
CUST-8257,Femal,0,No,No,9,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,49.03,445.69,
CUST-8302, Male,0,,Yes,41,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,month-to-month,Yes,Bank transfer,82.94,3396.94, No 
CUST-7760,MALE,0,Yes,No,10,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card,91.84,909.38,YES
CUST-7152,FEMALE,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No internet service,two year,No,Mailed check,86.13,94.21,YES
CUST-7515,MALE,0,Yes,Yes,40,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No,2 year,Yes,Mailed check,98.54,3945.9,no
CUST-7957,Femal,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,Month to month,Yes,Credit card,90.95,4098.0, Yes
CUST-8031,MALE,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.08,756.02,no
CUST-7238,Femal,0,No,Yes,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,1046.96,YES
CUST-7359, Female ,0,No,Yes,19,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,MONTH-TO-MONTH,No,Electronic check,94.04,1776.82, Yes
CUST-7078,male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,one year,No,Mailed check,25.08, ,YES
CUST-7227,female,0,Yes,,48,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month to month,No,Mailed check,75.28,3615.69,yes
CUST-7562,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,month-to-month,No,Mailed check,87.56,1396.21, Yes
CUST-7529,FEMALE,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month to month,Yes,Bank transfer,78.45,3447.03, No 
CUST-7116,Femal,0,No,Yes,50,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer,82.38,4115.89,No
CUST-7323,Femal,1,Yes,No,2,Yes,Yes,DSL,Yes,No,No,No,No,No,ONE YEAR,Yes,Electronic check,68.3,127.41, No 
CUST-7146,MALE,0,Yes,Yes,35,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No,Two year,No,Electronic check,61.22,2135.86, No 
CUST-8389,MALE,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,two year,Yes,Credit card,93.75,944.0,no
CUST-7173,Male,0,No,Yes,17,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,ONE YEAR,Yes,Bank transfer,96.04,1635.94,no
CUST-7986,male,0,No,Yes,9,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer,40.56,368.22,Yes
CUST-7879,Female,0,No,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,one year,No,Mailed check,20.0,1294.2, No 
CUST-7046,MALE,0,No,No,64,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No,one year,Yes,Mailed check,46.34,2965.81,No
CUST-7635, Male,0,Yes,Yes,42,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,MONTH-TO-MONTH,Yes,Bank transfer,93.27,3919.89,yes
CUST-8125,FEMALE,0,No,Yes,65,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,ONE YEAR,Yes,Electronic check,82.47,5365.45,no
CUST-7147,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,one year,Yes,Bank transfer,81.82,5637.44,No
CUST-7153,Male,1,Yes,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,238.24,YES
CUST-8052, Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month to month,Yes,Mailed check,26.1,1594.83,No
CUST-7873, Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,One year,No,Mailed check,80.09,3046.42,yes
CUST-7164,Femal,0,Yes,Yes,27,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,85.78,2316.26,Yes
CUST-8204, Female ,0,No,Yes,0,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,TWO YEAR,Yes,Bank transfer,25.13,8.35,NO
CUST-7886,MALE,0,No,Yes,68,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,Yes,two year,Yes,Mailed check,87.5,5954.46,No
CUST-7594,MALE,0,No,No,34,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,one year,Yes,Mailed check,28.34,956.97,no
CUST-7702,Female,0,No,Yes,62,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month to month,Yes,Mailed check,82.96,5136.47,no
CUST-7425,Male,0,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,month-to-month,Yes,Credit card,26.25,398.69,no
CUST-8231,Femal,0,Yes,Yes,13,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,one year,No,Credit card,89.88,1161.75, No 
CUST-7386,male,1,Yes,No,6,Yes,No,DSL,No,No,No internet service,Yes,Yes,Yes,MONTH-TO-MONTH,Yes,Electronic check,72.42,431.29,Yes
CUST-7492, Female ,0,No,Yes,44,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer,82.44,3632.03,No
CUST-7122,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,month-to-month,No,Electronic check,82.83,3144.74,YES
CUST-7095,female,1,No,No,63,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,66.34,4170.01,No
CUST-7210, Female ,0,Yes,No,3,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,Yes,one year,No,Mailed check,88.73,268.79,NO
CUST-7045,female,0,No,Yes,42,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,No,Month to month,No,Credit card,89.95,3781.71,No
CUST-7429,FEMALE,0,No,Yes,16,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,Yes,Month to month,Yes,Electronic check,79.13,1267.4,NO
CUST-7571,Femal,No,Yes,No,1,No,No phone service,Fiber optic,Yes,No internet service,No,No,No internet service,No,ONE YEAR,Yes,Bank transfer,75.41,76.37, No 
CUST-7162,,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month to month,Yes,Electronic check,31.7,4.12,YES
CUST-7382,male,0,Yes,No,27,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,TWO YEAR,Yes,Mailed check,87.84,2372.49,NO
CUST-8365, Female ,0,No,Yes,8,No,No phone service,DSL,No,No,No internet service,No,No internet service,No,2 year,Yes,Credit card,37.92,310.36,no
CUST-7919, Male,1,No,Yes,11,Yes,No,DSL,No,Yes,No,Yes,Yes,No,MONTH-TO-MONTH,Yes,Credit card,70.49,768.92,YES
CUST-7723, Female ,0,Yes,Yes,40,Yes,No,DSL,No,Yes,No,Yes,No internet service,Yes,One year,No,Credit card,67.39,2693.88, No 
CUST-8360,Femal,0,No,Yes,6,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Credit card,92.58,553.95,YES
CUST-7190, Female ,0,No,Yes,10,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month to month,No,Bank transfer,74.54,736.97,Yes
CUST-7866,female,0,No,Yes,50,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,76.08,3800.62, Yes
CUST-8173,male,0,No,No,10,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,Yes,one year,No,Credit card,69.04,684.86, No 
CUST-8028,Male,1,No,No,62,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,month-to-month,No,Credit card,88.55,5482.67,No
CUST-7861,FEMALE,0,Yes,No,34,Yes,Yes,DSL,No internet service,No,No,Yes,No,No internet service,month-to-month,No,Credit card,58.06,1972.86,YES
CUST-7168,Female,0,No,Yes,43,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,month-to-month,No,Bank transfer,92.05,3956.06,Yes
CUST-7255,FEMALE,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,Yes,MONTH-TO-MONTH,Yes,Bank transfer,93.18,2605.0, No 
CUST-7091,Femal,0,No,No,36,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,One year,No,Bank transfer,87.96,3173.06,no
CUST-8275,FEMALE,0,Yes,Yes,6,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer,75.45,447.41, No 
CUST-7958, Male,0,No,Yes,58,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month to month,No,Bank transfer,48.51,2817.74,yes
CUST-7472, Male,0,Yes,No,-62,No,No phone service,DSL,No,Yes,No internet service,No,Yes,No internet service,MONTH-TO-MONTH,Yes,Credit card,52.83,3270.97, Yes
CUST-8298,male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,MONTH-TO-MONTH,Yes,Electronic check,32.3,942.71,No
CUST-7933,Femal,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.65,53.15,no
CUST-8213,Female,1,,No,32,Yes,Yes,DSL,Yes,No,No internet service,Yes,No internet service,Yes,ONE YEAR,Yes,Bank transfer,63.49,2040.21,NO
CUST-7805, Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,34.19,1341.41,no
CUST-7250,Femal,0,Yes,Yes,-17,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,One year,No,Electronic check,83.22,1409.66, Yes
CUST-7370,Femal,0,Yes,Yes,65,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No,MONTH-TO-MONTH,No,Bank transfer,54.12,3518.74, Yes
CUST-8367,FEMALE,0,Yes,Yes,55,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,month-to-month,No,Mailed check,58.98,3238.74,No
CUST-7169,Male,0,No,Yes,27,No,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.1,1728.98,NO
CUST-7073,male,0,Yes,No,24,No,No phone service,DSL,No,No internet service,Yes,No,Yes,No internet service,MONTH-TO-MONTH,Yes,Bank transfer,52.58,1265.17,No
CUST-8232, Female ,0,Yes,No,14,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,MONTH-TO-MONTH,Yes,,79.06,1099.12, Yes
CUST-7040,FEMALE,0,No,Yes,2,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,94.37,197.28,yes
CUST-8043,MALE,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,ONE YEAR,No,Mailed check,99.04,2668.97, No 
CUST-8110,MALE,0,No,No,32,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,MONTH-TO-MONTH,Yes,Bank transfer,94.33,3012.75,yes
CUST-7393, Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,MONTH-TO-MONTH,Yes,Bank transfer,20.0,221.98, No 
CUST-7499,Femal,1,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,No,two year,Yes,Credit card,67.62,4456.53, No 
CUST-8135, Female ,0,No,No,21,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,96.92,2038.14,no
CUST-7882, Male,1,No,Yes,26,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,ONE YEAR,No,Electronic check,71.65,1857.36,No
CUST-7423,male,0,No,No,66,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,one year,Yes,Electronic check,81.88,5405.12,Yes
CUST-7347,female,0,Yes,Yes,2,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,MONTH-TO-MONTH,Yes,Electronic check,70.89,145.55, Yes
