Customer_ID,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn,Data_Quality_Flag
CUST-7154,Female,No,Yes,No,22,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Credit card",31.74,694.99,No,Clean
CUST-7155,Male,No,Yes,No,52,Yes,Yes,DSL,No,"No internet service",Yes,"No internet service",Yes,No,Month-to-month,Yes,"Credit card",60.62,3149.12,No,Clean
CUST-7156,Male,No,Yes,Yes,38,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Credit card",26.12,995.24,No,Clean
CUST-7157,Male,No,No,No,69,Yes,No,"Fiber optic",Yes,"No internet service","No internet service","No internet service",Yes,Yes,Month-to-month,No,"Mailed check",87.46,6030.21,No,Clean
CUST-7158,Male,No,No,No,3,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",29.60,91.67,No,Clean
CUST-7159,Female,No,Yes,Yes,67,No,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",20.00,1332.37,No,Clean
CUST-7160,Male,Yes,No,Yes,51,Yes,"No phone service","Fiber optic","No internet service","No internet service","No internet service","No internet service",No,"No internet service","One year",No,"Mailed check",70.92,3609.23,Yes,Clean
CUST-7161,Female,No,Yes,Yes,21,Yes,No,DSL,"No internet service","No internet service",No,"No internet service",Yes,"No internet service",Month-to-month,No,"Electronic check",57.77,1217.64,No,Clean
CUST-7162,Unknown,No,Yes,Yes,0,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",31.70,4.12,Yes,"Duplicate ID - Conflicting Values"
CUST-7163,Male,No,Yes,No,44,Yes,"No phone service","Fiber optic",Yes,"No internet service",No,"No internet service",No,Yes,"Two year",No,"Electronic check",89.08,3916.84,Yes,Clean
CUST-7164,Female,No,Yes,Yes,27,Yes,No,"Fiber optic","No internet service",No,No,Yes,"No internet service",No,Month-to-month,Yes,"Bank transfer",85.78,2316.26,Yes,Clean
CUST-7165,Female,Yes,Yes,No,8,Yes,No,"Fiber optic","No internet service",No,No,No,"No internet service","No internet service",Month-to-month,Yes,"Credit card",69.83,564.95,No,Clean
CUST-7166,Female,No,Yes,Yes,51,Yes,"No phone service","Fiber optic",Yes,"No internet service",Yes,"No internet service",No,"No internet service",Month-to-month,No,"Bank transfer",79.38,4038.84,Yes,Clean
CUST-7167,Female,No,No,Yes,63,No,"No phone service",DSL,No,Yes,"No internet service","No internet service",Yes,No,Month-to-month,Yes,"Electronic check",58.26,3675.77,No,Clean
CUST-7168,Female,No,No,Yes,43,Yes,No,"Fiber optic",Yes,No,"No internet service",Yes,"No internet service",No,Month-to-month,No,"Bank transfer",92.05,3956.06,Yes,Clean
CUST-7169,Male,No,No,Yes,27,No,"No phone service","Fiber optic",No,"No internet service",No,No,No,Yes,Month-to-month,Yes,"Electronic check",64.10,1728.98,No,Clean
CUST-7170,Female,No,Yes,No,0,Yes,"No phone service",DSL,"No internet service",Yes,Yes,No,"No internet service","No internet service",Month-to-month,Yes,"Credit card",71.93,0.00,No,Clean
CUST-7171,Male,No,Yes,No,61,Yes,Yes,DSL,No,Yes,"No internet service","No internet service",Yes,Yes,Month-to-month,Yes,"Mailed check",70.35,4289.21,No,Clean
CUST-7172,Female,No,No,Yes,46,Yes,Yes,DSL,No,Yes,"No internet service",Yes,"No internet service","No internet service",Month-to-month,Yes,"Electronic check",74.87,3453.71,Yes,Clean
CUST-7173,Male,No,No,Yes,17,Yes,No,"Fiber optic","No internet service",Yes,Yes,No,Yes,Yes,"One year",Yes,"Bank transfer",96.04,1635.94,No,Clean
CUST-7174,Female,No,Yes,Yes,25,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",33.83,854.22,Yes,Clean
CUST-7175,Male,No,Yes,No,28,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",30.70,857.76,Yes,Clean
CUST-7176,Male,No,Yes,No,3,Yes,Yes,"Fiber optic",No,"No internet service","No internet service",Yes,No,"No internet service","One year",Yes,"Electronic check",75.53,235.46,No,Clean
CUST-7177,Male,No,No,No,59,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,"One year",No,"Mailed check",70.77,4170.68,No,Clean
CUST-7178,Female,Yes,Yes,No,55,Yes,"No phone service",DSL,Yes,"No internet service","No internet service",Yes,Yes,Yes,Month-to-month,No,"Bank transfer",71.33,3924.76,Yes,Clean
CUST-7179,Female,No,No,Yes,72,Yes,Yes,"Fiber optic",Yes,"No internet service",Yes,Yes,No,Yes,Month-to-month,Yes,"Mailed check",97.11,7000.85,Yes,Clean
CUST-7180,Female,No,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,"No internet service","No internet service",Yes,"No internet service","One year",No,"Credit card",67.98,3063.77,No,Clean
CUST-7181,Female,No,Yes,No,13,Yes,No,"Fiber optic","No internet service","No internet service",Yes,No,Yes,"No internet service",Month-to-month,Yes,"Credit card",81.32,1064.20,Yes,Clean
CUST-7182,Female,No,No,No,2,Yes,"No phone service",DSL,No,"No internet service",No,"No internet service",Yes,No,Month-to-month,No,"Mailed check",49.00,91.64,Yes,Clean
CUST-7183,Female,No,No,Yes,34,Yes,No,DSL,No,Yes,No,No,No,No,"Two year",No,"Electronic check",62.50,2134.09,No,Clean
CUST-7184,Female,No,Yes,Yes,29,Yes,Yes,"Fiber optic",Yes,No,Yes,No,No,"No internet service","Two year",No,"Mailed check",84.92,2457.77,No,Clean
CUST-7185,Female,No,No,No,61,Yes,No,"Fiber optic",Yes,"No internet service","No internet service",No,"No internet service",Yes,"Two year",Yes,"Bank transfer",90.27,5501.98,Yes,Clean
CUST-7186,Female,Yes,Yes,Yes,15,Yes,No,DSL,No,"No internet service","No internet service","No internet service",Yes,"No internet service",Month-to-month,Yes,"Credit card",53.93,817.43,No,Clean
CUST-7187,Male,No,No,No,9,Yes,"No phone service",DSL,Yes,No,"No internet service",No,"No internet service",Yes,Month-to-month,Yes,"Bank transfer",58.56,522.06,No,Clean
CUST-7188,Male,No,Yes,Unknown,63,Yes,"No phone service","Fiber optic",Yes,No,"No internet service","No internet service","No internet service",Yes,Month-to-month,No,"Mailed check",79.21,4984.69,No,Clean
CUST-7189,Female,Yes,No,No,10,Yes,No,DSL,No,"No internet service",No,"No internet service",No,No,Month-to-month,No,"Mailed check",51.66,516.23,No,Clean
CUST-7190,Female,No,No,Yes,10,Yes,No,"Fiber optic","No internet service",No,"No internet service",No,"No internet service","No internet service",Month-to-month,No,"Bank transfer",74.54,736.97,Yes,Clean
CUST-7191,Female,Yes,Yes,Yes,65,No,"No phone service","Fiber optic",Yes,"No internet service",No,"No internet service",Yes,Yes,Month-to-month,Yes,"Credit card",77.56,5041.57,No,Clean
CUST-7192,Male,No,Yes,No,32,Yes,No,"Fiber optic","No internet service","No internet service","No internet service","No internet service",No,No,Month-to-month,Yes,"Electronic check",84.28,2700.76,Yes,Clean
CUST-7193,Male,No,Yes,Yes,34,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Bank transfer",29.67,1008.91,Yes,Clean
CUST-7194,Female,No,No,No,7,Yes,Yes,"Fiber optic","No internet service",No,No,No,Yes,No,"One year",Yes,Unknown,94.74,658.77,Yes,Clean
CUST-7195,Male,No,Yes,Yes,52,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Bank transfer",32.67,1708.52,No,Clean
CUST-7196,Female,No,Yes,No,51,Yes,No,"Fiber optic",Yes,No,No,Yes,Yes,"No internet service","One year",No,"Bank transfer",88.11,4498.58,Yes,Clean
CUST-7197,Male,No,No,Yes,39,Yes,No,"Fiber optic",No,"No internet service","No internet service",Yes,Yes,No,"One year",Yes,"Electronic check",76.53,2981.91,No,Clean
CUST-7198,Male,No,No,No,48,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card",29.13,1400.10,Yes,Clean
CUST-7199,Female,No,Yes,No,2,Yes,No,"Fiber optic",Yes,"No internet service",Yes,Yes,"No internet service",No,Month-to-month,No,"Credit card",86.67,164.56,No,Clean
CUST-7200,Female,No,Yes,Yes,41,Yes,Yes,DSL,No,"No internet service",Yes,No,Yes,"No internet service",Month-to-month,Yes,"Credit card",52.53,2159.43,No,Clean
CUST-7201,Female,No,Yes,No,6,No,"No phone service","Fiber optic","No internet service","No internet service",Yes,"No internet service",Yes,No,"Two year",No,"Mailed check",81.05,479.74,No,Clean
CUST-7202,Male,No,Yes,No,28,Yes,No,"Fiber optic",No,No,No,No,Yes,No,Month-to-month,No,"Bank transfer",85.99,2411.35,Yes,Clean
CUST-7203,Female,No,No,No,43,Yes,No,"Fiber optic",Yes,"No internet service",Yes,"No internet service",Yes,"No internet service","One year",No,"Bank transfer",100.15,4311.55,Yes,Clean
CUST-7204,Male,Yes,Yes,Yes,30,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",29.12,867.18,Yes,Clean
CUST-7205,Male,No,Yes,Unknown,68,Yes,"No phone service",DSL,Yes,Yes,No,No,No,Yes,"Two year",Yes,"Electronic check",70.67,4814.11,No,Clean
CUST-7206,Female,No,Yes,Yes,3,Yes,Yes,DSL,"No internet service","No internet service",Yes,"No internet service",Yes,No,"One year",Yes,"Electronic check",59.89,174.83,No,Clean
CUST-7207,Male,No,Yes,Yes,67,No,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card",20.00,1335.36,Yes,Clean
CUST-7208,Female,No,Yes,No,30,No,"No phone service","Fiber optic",No,Yes,"No internet service",No,"No internet service",No,"Two year",No,"Credit card",77.30,2309.57,No,Clean
CUST-7209,Male,Yes,No,No,65,Yes,Yes,DSL,Yes,"No internet service",Yes,Yes,"No internet service",No,"Two year",No,"Credit card",65.98,4279.27,No,Clean
CUST-7210,Female,No,Yes,No,3,Yes,"No phone service","Fiber optic",No,No,"No internet service","No internet service",No,Yes,"One year",No,"Mailed check",88.73,268.79,No,Clean
CUST-7211,Female,No,No,Yes,3,Yes,Yes,"Fiber optic",No,"No internet service","No internet service",No,No,No,Month-to-month,Yes,"Electronic check",70.84,214.05,Yes,Clean
CUST-7212,Female,No,No,Yes,12,Yes,No,DSL,No,Yes,"No internet service","No internet service",Yes,"No internet service",Month-to-month,No,"Mailed check",72.40,874.34,No,Clean
CUST-7213,Female,Yes,Yes,Yes,21,Yes,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",26.03,555.09,Yes,Clean
CUST-7214,Female,No,Yes,No,0,Yes,"No phone service",DSL,No,"No internet service",No,Yes,"No internet service","No internet service",Month-to-month,No,"Mailed check",48.71,0.00,Yes,Clean
CUST-7215,Female,No,No,Yes,28,Yes,Yes,DSL,No,"No internet service",Yes,Yes,"No internet service",No,Month-to-month,Yes,"Credit card",61.84,1726.60,No,Clean
CUST-7216,Male,No,Yes,Yes,61,Yes,Yes,"Fiber optic","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",72.25,4402.94,No,Clean
CUST-7217,Female,No,Yes,No,20,Yes,No,"Fiber optic",Yes,No,Yes,Yes,No,"No internet service",Month-to-month,No,"Mailed check",96.43,1925.64,No,Clean
CUST-7218,Male,No,No,Yes,10,Yes,Yes,"Fiber optic",Yes,"No internet service",No,"No internet service",No,"No internet service",Month-to-month,No,"Bank transfer",85.78,857.82,Yes,Clean
CUST-7219,Female,No,Yes,No,30,Yes,No,DSL,"No internet service",No,No,Yes,"No internet service","No internet service",Month-to-month,No,"Credit card",57.77,1742.04,No,Clean
CUST-7220,Male,No,Yes,No,64,Yes,Yes,"Fiber optic","No internet service","No internet service",Yes,Yes,Yes,No,Month-to-month,No,"Bank transfer",86.37,5534.54,Yes,Clean
CUST-7221,Female,No,Yes,No,10,Yes,No,"Fiber optic",Yes,Yes,No,"No internet service",No,Yes,Month-to-month,No,"Bank transfer",84.10,843.07,No,Clean
CUST-7222,Female,No,Yes,Yes,34,No,"No phone service",DSL,Yes,"No internet service",No,"No internet service","No internet service",Yes,"One year",No,"Electronic check",55.38,1882.92,No,Clean
CUST-7223,Male,Yes,Yes,No,6,Yes,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Credit card",27.12,172.57,No,Clean
CUST-7224,Female,No,Yes,Yes,11,Yes,Yes,DSL,"No internet service","No internet service",Yes,"No internet service",No,Yes,Month-to-month,Yes,"Bank transfer",71.24,781.64,No,Clean
CUST-7226,Male,No,Yes,Yes,3,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Bank transfer",87.16,268.45,Yes,Clean
CUST-7227,Female,No,Yes,Unknown,48,Yes,No,DSL,"No internet service","No internet service",Yes,"No internet service",Yes,No,Month-to-month,No,"Mailed check",75.28,3615.69,Yes,Clean
CUST-7228,Female,Yes,No,No,53,Yes,No,DSL,"No internet service",Yes,No,"No internet service",Yes,Yes,"Two year",Yes,"Credit card",72.55,3854.62,No,Clean
CUST-7229,Male,No,Yes,No,58,Yes,No,"Fiber optic",No,"No internet service","No internet service",Yes,No,"No internet service","Two year",Yes,"Mailed check",83.89,4865.57,No,Clean
CUST-7230,Female,No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,No,No,"No internet service",No,"One year",Yes,"Credit card",69.16,4918.04,No,Clean
CUST-7231,Male,No,Yes,No,50,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,"Mailed check",94.57,4732.26,No,Clean
CUST-7232,Male,No,Yes,Yes,26,Yes,No,DSL,"No internet service",No,"No internet service",Yes,No,"No internet service",Month-to-month,Yes,"Bank transfer",60.25,1559.81,No,Clean
CUST-7233,Male,No,No,Yes,34,No,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Bank transfer",20.00,682.32,Yes,Clean
CUST-7234,Female,Yes,No,Yes,9,Yes,"No phone service","Fiber optic",No,"No internet service",Yes,Yes,Yes,"No internet service",Month-to-month,Yes,"Credit card",98.55,881.70,Yes,Clean
CUST-7235,Male,No,No,No,35,Yes,"No phone service",DSL,"No internet service","No internet service",No,No,No,No,"Two year",No,"Electronic check",56.26,1969.04,No,Clean
CUST-7236,Female,No,Yes,Yes,55,Yes,Yes,"Fiber optic",Yes,No,"No internet service",No,Yes,Yes,Month-to-month,Yes,"Electronic check",104.11,5733.63,Yes,Clean
CUST-7237,Female,Yes,No,Yes,50,No,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card",20.00,1001.44,Yes,Clean
CUST-7238,Female,No,No,Yes,52,No,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",20.00,1046.96,Yes,Clean
CUST-7239,Female,No,Yes,Yes,65,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",33.73,2193.06,No,Clean
CUST-7240,Female,Yes,Yes,Yes,6,Yes,No,DSL,Yes,"No internet service",No,"No internet service",Yes,No,"Two year",No,"Electronic check",62.15,371.78,No,Clean
CUST-7241,Male,No,Yes,Yes,0,Yes,Yes,DSL,"No internet service","No internet service",No,Yes,"No internet service",No,Month-to-month,Yes,"Credit card",51.83,0.00,Yes,Clean
CUST-7242,Male,No,Yes,Yes,9,Yes,No,"Fiber optic",No,"No internet service","No internet service",Yes,Yes,No,"One year",No,"Bank transfer",88.62,804.13,No,Clean
CUST-7243,Female,No,Yes,No,39,Yes,No,"Fiber optic",No,Yes,"No internet service",No,"No internet service","No internet service","Two year",Yes,"Credit card",84.13,3286.80,Yes,Clean
CUST-7244,Female,No,Yes,Yes,30,Yes,No,"Fiber optic",No,No,Yes,No,No,No,"Two year",Yes,"Bank transfer",75.95,2276.69,No,Clean
CUST-7245,Female,No,Yes,No,33,Yes,Yes,"Fiber optic","No internet service","No internet service","No internet service","No internet service","No internet service",No,Month-to-month,No,"Mailed check",78.23,2571.69,Yes,Clean
CUST-7246,Female,No,Yes,No,67,Yes,No,"Fiber optic","No internet service","No internet service","No internet service",No,"No internet service",Yes,Month-to-month,Yes,"Credit card",81.78,5472.56,Yes,Clean
CUST-7247,Male,No,No,No,65,Yes,Yes,"Fiber optic","No internet service",No,No,"No internet service","No internet service",No,Month-to-month,No,"Bank transfer",73.48,4780.50,No,Clean
CUST-7248,Female,No,Yes,No,55,Yes,No,"Fiber optic",No,"No internet service",Yes,"No internet service","No internet service",Yes,Month-to-month,Yes,"Mailed check",76.25,4196.70,No,Clean
CUST-7249,Female,No,Yes,No,33,Yes,"No phone service","Fiber optic","No internet service",No,"No internet service","No internet service","No internet service",No,Month-to-month,Yes,"Credit card",66.16,2186.90,Yes,Clean
CUST-7250,Female,No,Yes,Yes,17,Yes,"No phone service","Fiber optic",No,No,Yes,"No internet service",No,No,"One year",No,"Electronic check",83.22,1409.66,Yes,Clean
CUST-7251,Male,No,No,No,8,Yes,Yes,"Fiber optic","No internet service",No,Yes,No,Yes,No,"Two year",Yes,"Bank transfer",88.70,708.66,Yes,Clean
CUST-7252,Female,No,No,Yes,8,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Credit card",27.06,225.84,No,Clean
CUST-7253,Male,No,No,No,37,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",29.95,1115.32,No,Clean
CUST-7254,Male,No,No,Yes,63,Yes,"No phone service",DSL,No,No,"No internet service",No,No,"No internet service",Month-to-month,No,"Bank transfer",45.35,2853.58,No,Clean
CUST-7255,Female,No,Yes,Yes,28,Yes,Yes,"Fiber optic",Yes,No,No,Yes,"No internet service",Yes,Month-to-month,Yes,"Bank transfer",93.18,2605.00,No,Clean
CUST-7256,Unknown,No,Yes,No,11,Yes,"No phone service","Fiber optic",Yes,"No internet service","No internet service",Yes,Yes,Yes,Month-to-month,No,"Credit card",98.76,1083.13,No,Clean
CUST-7257,Male,No,Yes,Yes,32,Yes,"No phone service","Fiber optic",Yes,No,No,Yes,No,No,"Two year",No,"Electronic check",86.70,2769.80,No,Clean
CUST-7258,Male,No,Unknown,No,2,No,"No phone service",DSL,No,"No internet service","No internet service",No,No,"No internet service",Month-to-month,Yes,"Mailed check",35.85,79.35,No,Clean
CUST-7259,Female,No,No,No,42,Yes,No,"Fiber optic",Yes,"No internet service",Yes,Yes,No,"No internet service","Two year",Yes,"Credit card",98.42,4132.15,No,Clean
CUST-7261,Male,No,No,Yes,43,Yes,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card",33.56,1443.08,No,Clean
CUST-7262,Male,No,No,Yes,25,Yes,"No phone service",DSL,Yes,No,"No internet service","No internet service","No internet service",Yes,Month-to-month,Yes,"Bank transfer",64.09,1595.28,No,Clean
CUST-7263,Female,No,No,No,62,Yes,No,"Fiber optic",Yes,Yes,"No internet service",Yes,No,Yes,"Two year",Yes,"Electronic check",98.92,6130.35,No,Clean
CUST-7264,Male,No,No,No,57,Yes,No,"Fiber optic",No,Yes,No,No,"No internet service",No,Month-to-month,No,"Mailed check",84.85,4828.28,No,Clean
CUST-7265,Female,No,Yes,Yes,61,Yes,"No phone service","Fiber optic",Yes,"No internet service",Yes,No,No,No,Month-to-month,Yes,"Credit card",79.92,4881.79,No,Clean
CUST-7266,Male,No,Yes,Yes,46,No,"No phone service",DSL,Yes,Yes,Yes,"No internet service",No,"No internet service","One year",Yes,"Electronic check",59.09,2709.37,No,Clean
CUST-7267,Female,No,No,No,61,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Credit card",26.67,1631.65,Yes,Clean
CUST-7268,Female,Yes,Yes,No,44,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",26.66,1167.27,No,Clean
CUST-7269,Male,No,Yes,No,47,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Bank transfer",26.88,1266.08,No,Clean
CUST-7270,Male,No,No,No,59,Yes,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",30.26,1783.43,Yes,Clean
CUST-7271,Male,No,No,No,2,Yes,No,"Fiber optic",No,Yes,Yes,Yes,Yes,"No internet service","One year",No,"Credit card",94.66,190.31,No,Clean
CUST-7272,Male,No,Yes,No,65,Yes,Yes,DSL,"No internet service",Yes,No,"No internet service",No,Yes,Month-to-month,Yes,"Bank transfer",68.34,4432.86,Yes,Clean
CUST-7273,Male,No,Yes,Yes,60,Yes,No,DSL,Yes,Yes,"No internet service","No internet service","No internet service",Yes,"One year",No,"Bank transfer",68.37,4104.62,No,Clean
CUST-7274,Male,No,Yes,No,33,Yes,No,DSL,No,"No internet service","No internet service",Yes,Yes,No,"One year",No,"Bank transfer",65.90,2178.12,No,Clean
CUST-7275,Female,No,Yes,No,37,Yes,No,DSL,"No internet service",No,No,"No internet service","No internet service",Yes,"One year",Yes,"Credit card",54.72,2017.50,No,Clean
CUST-7276,Female,No,Unknown,Yes,51,Yes,No,"Fiber optic",Yes,Yes,No,Yes,No,No,Month-to-month,No,"Bank transfer",86.18,4400.96,Yes,Clean
CUST-7277,Male,No,No,Yes,1,Yes,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",33.85,24.13,Yes,Clean
CUST-7278,Unknown,No,No,Yes,7,Yes,No,"Fiber optic",Yes,"No internet service",Yes,No,Yes,"No internet service","One year",Yes,"Bank transfer",100.86,710.85,Yes,Clean
CUST-7279,Female,Yes,Yes,No,29,No,"No phone service","Fiber optic","No internet service","No internet service",Yes,"No internet service",No,Yes,Month-to-month,Yes,"Electronic check",79.35,2294.51,Yes,Clean
CUST-7280,Female,No,Yes,Yes,24,Yes,Yes,"Fiber optic",Yes,Yes,"No internet service","No internet service","No internet service",Yes,"Two year",No,"Bank transfer",101.04,2416.11,No,Clean
CUST-7281,Female,No,Yes,Yes,19,Yes,"No phone service",DSL,Yes,Yes,No,Yes,Yes,No,"Two year",No,"Mailed check",66.82,1279.52,No,Clean
CUST-7282,Female,No,No,Yes,25,Yes,No,"Fiber optic",Yes,Yes,Yes,"No internet service",No,"No internet service",Month-to-month,Yes,"Electronic check",91.23,2277.22,No,Clean
CUST-7284,Female,No,Yes,Yes,48,Yes,Yes,"Fiber optic",Yes,Yes,"No internet service",Yes,"No internet service",No,"Two year",Yes,"Mailed check",100.55,4832.72,No,Clean
CUST-7285,Male,No,Yes,Yes,14,Yes,Yes,"Fiber optic","No internet service","No internet service",No,Yes,Yes,Yes,"Two year",No,"Mailed check",94.87,1332.04,No,Clean
CUST-7286,Male,No,No,No,50,Yes,Yes,DSL,Yes,"No internet service",Yes,"No internet service","No internet service",Yes,Month-to-month,No,"Mailed check",73.09,3649.19,No,Clean
CUST-7287,Male,No,Yes,Yes,55,Yes,Yes,"Fiber optic","No internet service",No,"No internet service",No,"No internet service",No,Month-to-month,Yes,"Mailed check",74.47,4086.73,No,Clean
CUST-7288,Female,No,Yes,Yes,62,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card",30.52,1899.06,No,Clean
CUST-7289,Female,No,No,Yes,49,Yes,No,DSL,"No internet service","No internet service",No,No,"No internet service",Yes,Month-to-month,No,"Mailed check",56.01,2734.74,No,Clean
CUST-7290,Female,No,No,No,3,Yes,No,"Fiber optic",Yes,No,Yes,No,No,Yes,Month-to-month,No,"Mailed check",100.93,299.88,Yes,Clean
CUST-7291,Female,No,No,No,55,Yes,"No phone service",DSL,"No internet service",No,Yes,"No internet service",Yes,No,Month-to-month,No,"Electronic check",59.42,3265.85,Yes,Clean
CUST-7292,Female,No,No,No,12,Yes,Yes,DSL,Yes,Yes,"No internet service",Yes,Yes,Yes,Month-to-month,Yes,"Credit card",78.51,935.55,No,Clean
CUST-7293,Male,No,Yes,Yes,44,Yes,"No phone service","Fiber optic",Yes,No,No,"No internet service",No,"No internet service",Month-to-month,Yes,"Mailed check",72.58,3188.96,No,Clean
CUST-7294,Female,No,Yes,No,72,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",31.61,2266.15,No,Clean
CUST-7295,Male,No,No,No,61,Yes,"No phone service","Fiber optic","No internet service",Yes,No,Yes,No,No,"One year",No,"Bank transfer",84.68,5161.86,No,Clean
CUST-7296,Male,No,Yes,Yes,9,Yes,No,DSL,Yes,"No internet service","No internet service",No,"No internet service",Yes,Month-to-month,Yes,"Bank transfer",59.35,534.15,Yes,"Duplicate ID - Conflicting Values"
CUST-7297,Female,No,Yes,No,15,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Bank transfer",28.70,435.83,No,Clean
CUST-7298,Male,No,Yes,Yes,28,Yes,No,DSL,"No internet service",No,No,"No internet service",Yes,"No internet service",Month-to-month,Yes,"Credit card",57.41,1603.61,No,Clean
CUST-7299,Male,Yes,No,Yes,38,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",27.70,1046.66,No,Clean
CUST-7300,Female,No,Yes,Yes,0,Yes,No,DSL,"No internet service","No internet service","No internet service",Yes,"No internet service","No internet service","Two year",No,"Credit card",55.46,0.00,No,Clean
CUST-7301,Female,No,Yes,Yes,47,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,"Credit card",63.70,3002.50,Yes,Clean
CUST-7302,Female,No,No,Yes,72,Yes,Yes,"Fiber optic",Yes,Yes,Yes,"No internet service",No,Yes,Month-to-month,No,"Credit card",92.44,6658.67,No,Clean
CUST-7303,Male,No,Yes,Yes,64,Yes,Yes,"Fiber optic",Yes,No,No,Yes,Yes,"No internet service","Two year",No,"Credit card",90.77,5803.09,No,Clean
CUST-7304,Male,No,Yes,No,56,Yes,No,DSL,No,Yes,Yes,"No internet service",Yes,Yes,Month-to-month,No,"Credit card",73.31,4105.17,No,Clean
CUST-7305,Male,No,Yes,Yes,64,Yes,"No phone service","Fiber optic",No,"No internet service","No internet service","No internet service",No,"No internet service","One year",No,"Mailed check",79.45,5076.32,No,Clean
CUST-7306,Male,No,Unknown,No,41,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",30.61,1256.04,Yes,Clean
CUST-7307,Female,No,Yes,Yes,59,Yes,"No phone service","Fiber optic",No,No,Yes,"No internet service","No internet service","No internet service","One year",Yes,"Bank transfer",88.45,5216.21,No,Clean
CUST-7308,Male,No,Yes,Yes,7,No,"No phone service",No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Mailed check",20.00,144.53,No,Clean
CUST-7309,Female,No,Yes,No,22,Yes,Yes,"Fiber optic","No internet service",Yes,"No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card",71.99,1591.53,No,Clean
